,finalized_title,standard_title,Available Globally?,Release Date,Hours Viewed,Runtime_minutes,Views,release_year,type,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,description,age_certification,runtime,seasons
205,Designated Survivor (2016),designated survivor,Yes,9/22/16,72600000,888.0,4900000,2016,SHOW,"['war', 'action', 'drama', 'thriller']",['US'],7.5,89300.0,40.372,7.2,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",TV-14,44,3.0
208,Sex/Life,sexlife,Yes,6/25/21,31400000,387.0,4900000,2021,SHOW,"['comedy', 'drama', 'romance']",['US'],5.4,20549.0,165.068,7.1,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,TV-MA,47,2.0
212,Surviving Summer,surviving summer,Yes,6/3/22,23400000,284.0,4900000,2022,SHOW,"['drama', 'family']","['DE', 'AU']",6.3,1433.0,10.719,7.8,"Rebellious Brooklyn teen Summer Torres is sent to live with family friends in the tiny town of Shorehaven on the Great Ocean Road, Victoria, AUS. Despite her best efforts, Summer falls in love with the town, the people and the surf.",TV-PG,28,1.0
213,Simon,simon,No,,23200000,283.0,4900000,2016,SHOW,"['comedy', 'family', 'animation']",['FR'],7.0,129.0,3.507,9.5,"Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",TV-Y,5,2.0
214,Together,together,Yes,,22100000,271.0,4900000,2009,SHOW,"['drama', 'comedy']",['SG'],7.4,92.0,0.628,7.4,"Together is a Singaporean Chinese drama produced in 2009. It was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It is MediaCorp's 46th anniversary year-end blockbuster drama, and was sponsored by the Media Development Authority of Singapore. It made its debut on 30 November 2009 and ended on 18 January 2010. This drama serial consists of 36 episodes, and was screened on every weekday night at 9:00 pm.

The series also utilized the writer and some cast members from The Little Nyonya, a 2008 production by MediaCorp that went on to become the highest rated Singaporean TV series in 15 years.

The series title also refers to the children's folk song ""The More We Get Together"" and the tune is played during the interlude and in the introduction of the theme song.",TV-14,45,1.0
216,Numberblocks,numberblocks,No,,8300000,101.0,4900000,2017,SHOW,['animation'],['GB'],8.6,212.0,10.667,9.5,"Learning numbers and how to count with colourful personified blocks, each with their own quirks.",TV-Y,5,5.0
217,Taylor Tomlinson: Quarter-Life Crisis (2020),taylor tomlinson,No,2/13/24,5500000,67.0,4900000,2020,MOVIE,['comedy'],['US'],7.4,3791.0,4.627,7.266,"Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.",Unkown,61,1
223,Queer Eye (2018),queer eye,No,1/24/24,25900000,327.0,4800000,2018,SHOW,['reality'],['US'],8.5,18710.0,15.751,7.8,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",TV-14,47,6.0
225,Barbie: Life in the Dreamhouse (2012),barbie,Yes,,23900000,300.0,4800000,2012,SHOW,"['family', 'animation', 'comedy']",['US'],7.4,1887.0,30.905,7.4,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",TV-Y,6,7.0
234,Masha's Spooky Stories,mashas spooky stories,No,,11600000,146.0,4800000,2014,SHOW,"['animation', 'family']",['RU'],6.2,67.0,6.738,5.5,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",TV-Y,5,1.0
235,Franco Escamilla: Por La Anécdota (2018),franco escamilla,No,5/23/24,5900000,73.0,4800000,2018,MOVIE,['comedy'],['MX'],6.9,320.0,14.563,9.0,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences -- and he's willing to do anything for new material. He's not afraid to make generalizations about how men bathe. But he is scared to talk to strangers. Especially at funerals.,Unkown,66,1
241,El Chapo,el chapo,Yes,6/16/17,32900000,424.0,4700000,2017,SHOW,"['drama', 'action', 'crime', 'history']",['US'],7.8,18229.0,114.888,7.5,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",TV-MA,44,3.0
245,Miraculous: Tales of Ladybug & Cat Noir,miraculous,No,,44000000,569.0,4600000,2015,SHOW,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],7.7,10102.0,266.566,8.0,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",TV-Y7,21,5.0
248,The Upshaws,the upshaws,Yes,4/18/24,12300000,162.0,4600000,2021,SHOW,"['family', 'comedy']",['US'],6.8,2589.0,5.205,8.7,"Bennie Upshaw, the head of a Black working class family in Indianapolis, is a charming, well-intentioned mechanic and lifelong mess just trying his best to step up and care for his family and tolerate his sardonic sister-in-law, all without a blueprint for success.",TV-14,27,2.0
249,My Little Pony: Friendship Is Magic (2010),my little pony,Yes,11/23/23,8900000,115.0,4600000,2010,SHOW,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",7.6,20910.0,52.369,8.1,"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!",TV-Y7,22,9.0
254,Rainbow High,rainbow high,Yes,,7500000,97.0,4600000,2020,SHOW,"['comedy', 'family', 'animation']",['US'],5.8,141.0,2.632,9.8,7 girls at Rainbow High must face challenges and learn to flaunt their true colors.,TV-Y,6,3.0
255,Blown Away (2019),blown away,No,3/8/24,23600000,313.0,4500000,2019,SHOW,"['reality', 'comedy', 'history', 'documentation']",['CA'],7.1,3034.0,23.841,7.2,A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.,TV-PG,26,3.0
261,The Circle (2020),the circle,No,4/17/24,47500000,643.0,4400000,2020,SHOW,['reality'],['US'],7.2,6901.0,7.905,7.7,"Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".",TV-MA,52,5.0
263,Seinfeld,seinfeld,Yes,,36400000,501.0,4400000,1989,SHOW,['comedy'],['US'],8.9,308824.0,130.213,8.301,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,TV-PG,24,9.0
265,Good Girls,good girls,Yes,7/3/18,31400000,427.0,4400000,2018,SHOW,"['drama', 'crime', 'comedy']",['US'],7.7,50919.0,33.403,8.1,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",TV-14,42,4.0
266,Unbelievable,unbelievable,Yes,9/13/19,28700000,389.0,4400000,2019,SHOW,"['drama', 'crime']",['US'],8.4,98384.0,20.378,8.1,"A teenager is charged with lying about her rape allegation, but two determined investigative female detectives discover a far more sinister truth.",TV-MA,48,1.0
270,The Thundermans,the thundermans,No,,40600000,567.0,4300000,2013,SHOW,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],5.6,5525.0,44.482,8.1,"Meet The Thundermans, a typical suburban family that happens to have astounding superpowers. At the center of the action are the 14-year-old Thunderman twins, who share the same bathroom, the same school, and the same annoying little siblings. Their only difference? The sister is a super student with a super sunny disposition who super looks forward to being a superhero someday, and her twin brother is a super villain.",TV-G,24,4.0
276,Godless,godless,Yes,11/22/17,32600000,456.0,4300000,2017,SHOW,"['drama', 'western', 'documentation', 'action', 'crime']",['US'],7.6,27.0,16.273,7.754,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",TV-MA,65,1.0
280,The Seven Deadly Sins (2014),the seven deadly sins,Yes,10/8/23,40000000,571.0,4200000,2014,SHOW,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['JP'],7.9,31085.0,25.225,8.503,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",TV-14,25,5.0
285,Dragons: Dawn Of The Dragon Racers (2014),dragons,Yes,6/26/15,20700000,299.0,4200000,2014,MOVIE,"['fantasy', 'animation', 'family', 'action', 'comedy']",['US'],7.4,92.0,41.761,7.2,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,Unkown,26,1
291,Derry Girls,derry girls,Yes,12/21/18,9900000,141.0,4200000,2018,SHOW,['comedy'],['GB'],8.4,34026.0,16.567,8.1,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",TV-MA,27,3.0
292,Larva Island,larva island,Yes,10/19/18,7500000,106.0,4200000,2018,SHOW,"['animation', 'comedy']","['US', 'KR']",6.5,430.0,15.128,6.9,"Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",TV-Y7,8,2.0
298,The Last Kingdom,the last kingdom,Yes,12/28/15,32000000,391.97452229299364,4100000,2015,SHOW,"['action', 'drama', 'war', 'history', 'european']",['GB'],8.5,132561.0,153.281,8.3,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",TV-MA,55,5.0
299,My Name,my name,Yes,10/15/21,27500000,400.0,4100000,2021,SHOW,"['thriller', 'action', 'crime', 'drama']",['KR'],7.8,19737.0,86.286,8.3,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",TV-MA,50,1.0
300,Kung Fu Panda: Secrets of the Scroll (2016),kung fu panda,Yes,7/14/22,18400000,268.0,4100000,2016,MOVIE,"['comedy', 'animation', 'family']",['US'],7.4,92.0,34.3,6.8,"As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.",G,23,1
304,Sex Education,sex education,Yes,9/21/23,32600000,486.0,4000000,2019,SHOW,"['drama', 'comedy']",['GB'],8.3,251168.0,273.962,8.358,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,TV-MA,52,4.0
305,Pieces of Her,pieces of her,Yes,3/4/22,27600000,412.0,4000000,2022,SHOW,"['drama', 'crime', 'thriller']",['US'],6.3,22435.0,18.516,6.6,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,TV-MA,51,1.0
308,Trash Truck,trash truck,Yes,11/10/20,11000000,167.0,4000000,2020,SHOW,['animation'],['US'],7.4,92.0,6.731,7.8,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends.",TV-Y,14,2.0
310,Jimmy Carr: Funny Business (2016),jimmy carr,No,4/16/24,4000000,60.0,4000000,2016,MOVIE,['comedy'],['GB'],7.2,4356.0,5.549,6.9,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.,Unkown,62,1
313,Extraordinary Attorney Woo,extraordinary attorney woo,Yes,6/29/22,72400000,1127.0,3900000,2022,SHOW,['drama'],['KR'],7.4,92.0,511.033,8.4,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,Unkown,70,1.0
321,It's Okay to Not Be Okay,its okay to not be okay,Yes,6/20/20,78000000,1216.0,3800000,2020,SHOW,"['drama', 'comedy', 'romance']",['KR'],8.6,22346.0,50.095,8.6,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected—a woman who writes fairy tales but doesn’t believe in them.",TV-MA,76,1.0
323,Unauthorized Living,unauthorized living,Yes,2/8/19,62100000,974.0,3800000,2018,SHOW,['drama'],['ES'],7.4,4764.0,29.714,7.3,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",TV-MA,75,2.0
324,Orange Is the New Black,orange is the new black,Yes,7/11/13,47400000,749.0,3800000,2013,SHOW,"['drama', 'comedy', 'crime']",['US'],8.1,298009.0,87.316,7.7,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",TV-MA,59,7.0
325,Outlander,outlander,No,3/7/22,33700000,531.0,3800000,2014,SHOW,"['scifi', 'romance', 'drama', 'fantasy']",['US'],8.4,156114.0,101.42,8.2,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",TV-MA,60,6.0
